Id,SkuId,ArchiveId,Name,IsMain,Label,Url
,77,,A-Byer-Fringe-Trim-Tank-Top,true,A-Byer-Fringe-Trim-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1026-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,216,,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,true,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1043-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,468,,A-Byer-Fringe-Trim-Tank-Top,false,A-Byer-Fringe-Trim-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1026-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,486,,ONeill-Mr-Wonderful-Tank-Top,true,ONeill-Mr-Wonderful-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/234-6040-6541-67-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,531,,A-Byer-Zigzag-Sequin-Tank-Top,true,A-Byer-Zigzag-Sequin-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-0583-47-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,632,,ONeill-Mr-Wonderful-Tank-Top,false,ONeill-Mr-Wonderful-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/234-6040-6541-67-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,818,,A-Byer-Zigzag-Sequin-Tank-Top,false,A-Byer-Zigzag-Sequin-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-0583-47-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,910,,A-Byer-Zigzag-Crochet-Back-Tiered-Top,true,A-Byer-Zigzag-Crochet-Back-Tiered-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-0018-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1148,,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,false,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1043-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1681,,A-Byer-Shutter-Crochet-Back-Tank-Top,true,A-Byer-Shutter-Crochet-Back-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1738-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1793,,A-Byer-Shutter-Crochet-Back-Tank-Top,false,A-Byer-Shutter-Crochet-Back-Tank-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1738-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1802,,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,false,A-Byer-One-Shoulder-Ruffled-ITY-Belted-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1043-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1836,,A-Byer-Silky-Knit-Banded-Halter-Medallion-Top,true,A-Byer-Silky-Knit-Banded-Halter-Medallion-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-1043-69-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1872,,A-Byer-Zigzag-Crochet-Back-Tiered-Top,false,A-Byer-Zigzag-Crochet-Back-Tiered-Top,https://images.beallsflorida.com/i/beallsflorida/238-9808-0018-85-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
