PartNumber,ParentPartNumber,Type,ListPrice,ParentGroupIdentifier,Sequence,Language_ID,Name,ShortDescription,LongDescription,IPSID,Buyable,Available,Published,Keyword,StartDate,Delete
0095694811,P000213389,Item,26.0000,52-105-107,4,-1,La Mamba Aztec Fringe Tank Top,,"Right on trend with this season's hottest styles, this Aztec-inspired tank top by La Mamba features a feather screenprint on the front with glitter, accent fringes and racerback.",229-3485-0106-04,1,1,1,,2012-05-03 00:00:00,0
0094052399,P000205261,Item,48.0000,52-53-64,4,-1,Lee Olivia Comfort Waist Rolled Skimmer Shorts,,"Enjoy the relaxed styling of these skimmer shorts by Lee featuring a comfort waistband that sits just below the waist, roll hem design, and plenty of pockets for your essentials.",114-1503-8430-04,1,1,1,,2011-10-27 00:00:00,0
0081000035,P000043358,Item,40.0000,1-2-7,20,-1,Genuine Wrangler Premium Denim Regular Fit Jeans,,"These Genuine Wrangler jeans offer a classic look and a feel that's broken in & guaranteed to stand the test of time.  Jeans feature a premium denim fabrication, classic five-pocket design, regular fit in the seat and thigh, slight taper of the legs, and fit right at the waist.",479-2296-0026-20,1,1,1,,2008-11-06 00:00:00,0
0087099972,P000154461,Item,42.0000,1-2-3,41,-1,Reel Legends Tidewater Vented Fishing Shirt,,"Reel Legends Tidewater fishing shirt offers a design sure to capture the attention of any fishing enthusiast! A casual style that features a button front, point collar, short sleeves, waterproof pouch, security pockets & a vented back. 100% cotton with polyester lining.",473-6413-9366-41,1,1,1,,2010-08-19 00:00:00,0
0096475887,P000218937,Item,48.0000,1-2-3,41,-1,IZOD Hibiscus Print Button Down Shirt,,"Comfortable and just the right amount of casual, this IZOD button down shirt features left chest patch pocket, straight hemline, short sleeves and hibiscus print.",468-0468-2161-41,1,1,1,,2012-07-12 00:00:00,0
0095808885,P000216636,Item,53.0000,52-53-64,33,-1,Rafaella Flat Front Cuffed Shorts,,"Casual comfort is offered in these shorts by Rafaella featuring front chop pockets, back welt pockets, and a bit of stretch for a comfortable & flattering fit.",103-6273-2004-33,1,1,1,,2012-04-12 00:00:00,0
0093389391,P000202909,Item,44.0000,52-53-64,10,-1,Dockers® Shadow Stitch Bermuda Shorts,,"Enjoy the relaxed styling offered in these bermuda shorts by Dockers featuring a flat front design, front slash pockets and back welt pockets with button loop closure.  International Shipping Prohibited.",109-9274-5399-10,1,1,1,,2012-01-05 00:00:00,0
0095999282,P000219998,Item,42.0000,52-105-107,85,-1,A. Byer Zigzag Crochet Back Tiered Top,,"Steal the show when wearing this casual yet chic top by A. Byer featuring U-neck, tiered front, crocheted racerback and a vibrant zigzag print.",238-9808-0018-85,1,1,1,,2012-04-12 00:00:00,0
0096481434,P000221028,Item,59.0000,52-53-64,85,-1,Liverpool Maggie's Denim Bermuda Shorts,,"Maggie's denim bermuda shorts by Liverpool provide a slenderizing cut, five pocket styling, and comfort stretch denim. Available in several colors, the medium and dark denim offer fashionable whiskering and fading while the other shades provide a solid design.",222-5470-9000-85,1,1,1,,2012-05-24 00:00:00,0
0095376988,P000213499,Item,46.0000,52-53-64,10,-1,Nue Options Solid Bermuda Shorts,,Comfort and style are offered in these bermuda shorts by Nue Options featuring back welt pockets and flat front styling. Easy wear and care!,145-8991-3204-10,1,1,1,,2012-04-19 00:00:00,0
0095938698,P000215197,Item,49.5000,1-2-7,96,-1,Calvin Klein Washed Sky Boot Cut Jeans,,"You'll love the classic fit & styling of these Calvin Klein jeans. These boot cut jeans feature 5-pocket styling, a washed look and sit right below the waist.",467-1461-9165-96,1,1,1,,2012-04-19 00:00:00,0
0095264110,P000212912,Item,44.0000,52-53-64,40,-1,Gloria Vanderbilt Stephanie Bermuda Shorts,,"Stephanie bermuda shorts by Gloria Vanderbilt sit right at the waist and offer a slenderizing lock stitch tummy control, embroidered back flap pockets, and snap tab cuffed hemline.",110-7171-5010-40,1,1,1,,2012-05-03 00:00:00,0
0080331794,P000007188,Item,34.9900,1-2-3,1,-1,Columbia Mens Short Sleeve Bonehead Shirt,,"The Bonehead Shirt is designed for anglers & features a cotton Ultra-lite poplin fabric for a lived-in comfort, hook & loop-closed fly boxed pockets, rod holder, utility loop, tool holder & is fully vented.  International Shipping Prohibited.",472-0159-7130-01,1,1,1,,2008-12-11 00:00:00,0
0081688134,P000145549,Item,40.0000,1-2-7,96,-1,Genuine Wrangler Loose Fit Jeans,,"These Genuine Wrangler jeans offer an updated look and a feel that's broken in & guaranteed to stand the test of time.  Jeans feature a premium denim fabrication, classic five-pocket design, loose fit in the seat & thigh, and fit just below the natural waistline.",479-2296-0030-96,1,1,1,,2009-01-01 00:00:00,0
0094911064,P000007188,Item,34.9900,1-2-3,45,-1,Columbia Mens Short Sleeve Bonehead Shirt,,"The Bonehead Shirt is designed for anglers & features a cotton Ultra-lite poplin fabric for a lived-in comfort, hook & loop-closed fly boxed pockets, rod holder, utility loop, tool holder & is fully vented.  International Shipping Prohibited.",472-0159-7130-45,1,1,1,,2012-01-19 00:00:00,0
0092407352,P000149356,Item,17.9900,52-53-64,47,-1,Coral Bay Drawstring Twill Shorts,,"Casual basics make a solid statement! Coral Bay pull on style shorts feature a comfort fit elastic waistband with drawstring, 8'' inseam and slash pockets. Shorts that are easy to wear and offers a fun & relaxed fit!",112-6420-1380-47,1,1,1,,2012-01-26 00:00:00,0
0081688504,P000145549,Item,40.0000,1-2-7,97,-1,Genuine Wrangler Loose Fit Jeans,,"These Genuine Wrangler jeans offer an updated look and a feel that's broken in & guaranteed to stand the test of time.  Jeans feature a premium denim fabrication, classic five-pocket design, loose fit in the seat & thigh, and fit just below the natural waistline.",479-2296-0030-97,1,1,1,,2008-11-27 00:00:00,0
0094114371,P000201193,Item,50.0000,1-2-3,31,-1,Van Heusen Textured Grid Sport Shirt,,"Just right for business or casual wear, this button front sport shirt features a textured grid design, short sleeves, point collar, and straight split hemline.",457-1007-3341-31,1,1,1,,2011-12-15 00:00:00,0
0095859507,P000220625,Item,58.0000,52-53-64,40,-1,IZOD Just Right Denim Bermuda Shorts,,"Casually comfortable, these denim bermuda shorts by IZOD offer a solid design and five pocket styling.",117-0352-5117-40,1,1,1,,2012-04-05 00:00:00,0
0095738709,P000214171,Item,60.0000,52-53-64,4,-1,Columbia Sportswear Rock Springs Plaid Shorts,,Rock Springs plaid shorts by Columbia Sportswear feature a plaid design and comfortable two-way stretch fabrication for a comfortable & flattering fit. International shipping prohibited.,135-0159-4103-04,1,1,1,,2012-04-05 00:00:00,0
0095397381,P000214878,Item,49.0000,1-2-3,53,-1,Vintage Red Short Sleeve Western Plaid Shirt,,"Achieve a laid-back look with this short sleeve shirt by Vintage Red. This shirt features snap front closure, two chest snap pockets, snap cuffed sleeves and a plaid print.",457-4896-2045-53,1,1,1,,2012-04-26 00:00:00,0
0095191929,P000215934,Item,54.0000,1-2-3,41,-1,Reel Legends Mini Marlin Palm Tree Cape Back Shirt,,True island infused style is featured in this lightweight short sleeve shirt.  This shirt by Reel Legends offers a marlin & palm tree print along with a cape back for ventilation.,473-1014-6005-41,1,1,1,,2012-06-07 00:00:00,0
0094468271,P000149356,Item,17.9900,52-53-64,60,-1,Coral Bay Drawstring Twill Shorts,,"Casual basics make a solid statement! Coral Bay pull on style shorts feature a comfort fit elastic waistband with drawstring, 8'' inseam and slash pockets. Shorts that are easy to wear and offers a fun & relaxed fit!",112-6420-1383-60,1,1,1,,2012-05-24 00:00:00,0
0095931003,P000214540,Item,40.0000,52-53-64,68,-1,Columbia Sportswear Sandy River II Shorts,,"Sandy River II shorts by Columbia Sportswear offer a lightweight nylon construction, comfortable elastic waist with drawstring, front pockets, and back security pocket with zip closure. International shipping prohibited.",135-0159-4025-68,1,1,1,,2012-03-29 00:00:00,0
0095870514,P000211585,Item,38.0000,52-53-64,10,-1,Caribbean Joe Beachcomber Twill Bermuda Shorts,,Enjoy the relaxed styling of these skimmer shorts by Caribbean Joe featuring a solid design and lightweight twill. Easy wear and care make these a casual wear favorite.,100-6445-1894-10,1,1,1,,2012-03-15 00:00:00,0
0095005001,P000219608,Item,65.0000,1-2-3,10,-1,AXIS Short Sleeve Yarn-Dyed Plaid Woven Shirt,,"Woven short sleeve shirt by AXIS provides a distinguished look & a comfortable cotton construction.  Plaid pattern, chest pockets & coordinating top stich detail bring updated elements to this shirt.",467-0377-0052-10,1,1,1,,2012-01-05 00:00:00,0
0095153163,P000224185,Item,45.0000,1-2-3,49,-1,O'Neill Newkirk Plaid Short Sleeve Shirt,,"O'Neill is one of the leaders in beach lifestyle sportswear! This woven shirt offers a standard fit, yarn dye plaid, chest pocket and logo embroideries & labels.",310-6040-0737-49,1,1,1,,2012-05-31 00:00:00,0
0096068518,P000220059,Item,40.0000,52-53-64,41,-1,Counterparts No Gap Waist Bermuda Shorts,,"Enjoy the relaxed styling of these bermuda shorts by Counterparts featuring a solid design, front & back welt pockets, and no-gap comfort waistband. Easy wear and care!",125-5086-0158-41,1,1,1,,2012-06-21 00:00:00,0
0054488907,P000017046,Item,40.0000,1-2-7,97,-1,Lee Regular Fit Denim Jeans,,"You can't beat a classic!  These Lee jeans feature a regular fit in the seat and thighs, a straight leg cut, classic five-pocket styling, and fit at the waist.",479-1501-0200-97,1,1,1,,2003-02-27 00:00:00,0
0096079886,P000219693,Item,36.0000,52-53-64,40,-1,Alia Microfiber Diamond Bermuda Shorts,,"Freshly styled shorts are a must-have for every wardrobe! These bermuda shorts by Alia feature a diamond pattern, 9'' inseam, and an all-around elastic waist for comfort.",136-5114-5219-40,1,1,1,,2012-05-31 00:00:00,0
0094468301,P000149356,Item,17.9900,52-53-64,68,-1,Coral Bay Drawstring Twill Shorts,,"Casual basics make a solid statement! Coral Bay pull on style shorts feature a comfort fit elastic waistband with drawstring, 8'' inseam and slash pockets. Shorts that are easy to wear and offers a fun & relaxed fit!",112-6420-1383-68,1,1,1,,2012-05-24 00:00:00,0
0093389460,P000202909,Item,44.0000,52-53-64,25,-1,Dockers® Shadow Stitch Bermuda Shorts,,"Enjoy the relaxed styling offered in these bermuda shorts by Dockers featuring a flat front design, front slash pockets and back welt pockets with button loop closure.  International Shipping Prohibited.",109-9274-5399-25,1,1,1,,2011-11-24 00:00:00,0
0095701451,P000218952,Item,44.0000,52-53-64,10,-1,Gloria Vanderbilt Jacky Knit Waist Shorts,,"Enjoy the relaxed styling of these shorts by Gloria Vanderbilt featuring a comfortable knit waist with drawstring, zip fly, front chop pockets, cuffed hemline with button tabs, and back pockets.",110-2571-9207-10,1,1,1,,2012-07-05 00:00:00,0
0094579106,P000215126,Item,40.0000,52-53-64,98,-1,Earl Jean Denim Belted Cuffed Shorts,,"Comfort and style collide in these shorts by Earl Jean featuring a cuffed hemline, a bit of stretch for a comfortable and flattering fit, fashionable fading & whiskering, and a belt.",113-9005-2914-98,1,1,1,,2012-03-29 00:00:00,0
0096172744,P000220625,Item,58.0000,52-53-64,4,-1,IZOD Just Right Denim Bermuda Shorts,,"Casually comfortable, these denim bermuda shorts by IZOD offer a solid design and five pocket styling.",117-0352-5117-04,1,1,1,,2012-05-17 00:00:00,0
0095004903,P000219537,Item,65.0000,1-2-3,34,-1,AXIS Short Sleeve Yarn-Dyed Plaid Woven Shirt,,"Woven short sleeve shirt by AXIS provides a distinguished look & a comfortable cotton construction.  Plaid pattern, chest pockets & contrasting seams bring updated elements to this shirt.",467-0377-0006-34,1,1,1,,2012-01-05 00:00:00,0
0077082238,P000043358,Item,40.0000,1-2-7,72,-1,Genuine Wrangler Premium Denim Regular Fit Jeans,,"These Genuine Wrangler jeans offer a classic look and a feel that's broken in & guaranteed to stand the test of time.  Jeans feature a premium denim fabrication, classic five-pocket design, regular fit in the seat and thigh, slight taper of the legs, and fit right at the waist.",479-2296-0020-72,1,1,1,,2007-10-11 00:00:00,0
0095067791,P000208645,Item,20.0000,52-105-107,10,-1,Guy Harvey Deep Marlin Racerback Tank Top,,"Enjoy the comfort and trendy style of this Guy Harvey racerback tank top featuring a lightweight slub knit, marlin print, and mini chest pocket.",242-0644-1120-10,1,1,1,,2012-02-09 00:00:00,0
0096784238,P000226010,Item,44.0000,52-53-64,20,-1,Jones New York Flat Front Bermuda Shorts,,"Enjoy the relaxed styling of these Bermuda shorts by Jones New York Sport featuring front slash pockets, back welt pockets, flat front styling, and a bit of stretch for a comfortable & flattering fit.",132-9554-2702-20,1,1,1,,2012-06-07 00:00:00,0
0094669125,P000206779,Item,69.5000,52-53-64,10,-1,Vintage America Davina Denim Bermuda Shorts,,"Comfort and style are offered in these bermuda shorts featuring a five pocket design with embroidery back flap pockets, raw edge embroidered cuff hemline, and a bit of stretch for a comfortable & flattering fit.",127-3188-8315-10,1,1,1,,2012-03-01 00:00:00,0
0095768012,P000202909,Item,44.0000,52-53-64,23,-1,Dockers® Shadow Stitch Bermuda Shorts,,"Enjoy the relaxed styling offered in these bermuda shorts by Dockers featuring a flat front design, front slash pockets and back welt pockets with button loop closure.  International Shipping Prohibited.",109-9274-5399-23,1,1,1,,2012-03-22 00:00:00,0
0093502529,P000202599,Item,44.0000,52-53-64,74,-1,Gloria Vanderbilt Sophie Comfort Waist Shorts,,"Sophie shorts by Gloria Vanderbilt sit just below the waist and feature a comfort waistband, front chop pockets, back embroidered  pockets, button tab cargo pocket, and a bit of stretch for a comfortable and flattering fit.",110-2571-2163-74,1,1,1,,2011-11-10 00:00:00,0
0092829733,P000205321,Item,40.0000,1-2-3,23,-1,Windham Pointe Geometric Batik Squares Sport Shirt,,"Relax and enjoy the lightweight comfort of this cotton sport shirt with its short sleeves, button-through left chest pocket, straight hemline and a tonal batik square print.",455-5688-7458-23,1,1,1,,2012-02-16 00:00:00,0
0095930101,P000220856,Item,44.0000,52-53-64,11,-1,Paradise Shores Twill Bermuda Shorts,,"Lightweight  easy care fabric will make these bermuda shorts by Paradise Shores a casual wear favorite. These bermuda shorts feature front chop pockets, back flap pockets, and side split hemline with bow detail.",118-1014-4333-11,1,1,1,,2012-06-07 00:00:00,0
0093503925,P000207279,Item,44.0000,52-53-64,96,-1,Gloria Vanderbilt Amanda Flap Pocket Shorts,,"Enjoy the same fabulous fit you experience with Amanda jeans, these shorts by Gloria Vanderbilt sit right at the waist and feature five pocket styling with back flap pocket embroidery and a bit of stretch for a comfortable & flattering fit.",110-2571-2144-96,1,1,1,,2011-12-01 00:00:00,0
0096417976,P000226010,Item,44.0000,52-53-64,10,-1,Jones New York Flat Front Bermuda Shorts,,"Enjoy the relaxed styling of these Bermuda shorts by Jones New York Sport featuring front slash pockets, back welt pockets, flat front styling, and a bit of stretch for a comfortable & flattering fit.",132-9554-2702-10,1,1,1,,2012-05-17 00:00:00,0
0095396943,P000214876,Item,49.0000,1-2-3,69,-1,Vintage Red Short Sleeve Embroidered Plaid Shirt,,"Achieve the laid-back look with this short sleeve shirt by Vintage Red. This shirt features button down front, left chest flip pocket with button, button cuffed sleeves, splits at the hem, embroidery accents on the front & back and an allover plaid print.",457-4896-2048-69,1,1,1,,2012-03-29 00:00:00,0
0095325717,P000210540,Item,48.0000,1-2-3,85,-1,IZOD Plaid Button Down Shirt,,"Comfortable and just the right amount of casual, this button down shirt by IZOD features left chest patch pocket with tonal logo embroidery, round hem with side splits & slight tail, short sleeves and an allover plaid print.",468-0468-2107-85,1,1,1,,2012-03-01 00:00:00,0
0095701724,P000214807,Item,40.0000,52-53-64,10,-1,Sag Harbor Slimming Cargo Skimmer Shorts,,"Slenderizing skimmer shorts by Sag Harbor offer a mesh tummy trimming panel, comfort waistband, and side cargo pocket. Easy wear and care with a bit of stretch make these shorts a casual wear favorite.",136-8689-1214-10,1,1,1,,2012-05-17 00:00:00,0
0094125180,P000206888,Item,50.0000,1-2-3,46,-1,Van Heusen Puckered Windowpane Sport Shirt,,"Van Heusen offers a style that is comfortable & laid-back in this sport shirt. Sport shirt features an engineered left chest pocket, straight hem with side splits, short sleeves and a windowpane pattern.",457-1007-3401-46,1,1,1,,2012-05-03 00:00:00,0
0094124876,P000206871,Item,50.0000,1-2-3,45,-1,Van Heusen Grid Sport Shirt,,"Van Heusen offers a style that is comfortable & laid-back in this sport shirt. Sport shirt features an engineered left chest pocket, straight hem with side splits, short sleeves and an allover grid pattern.",457-1007-3332-45,1,1,1,,2012-03-01 00:00:00,0
